항목,내용
한글명,KODEX 미국S&P500에너지(합성)
영문명,KODEX SYNTH- US ENERGY
표준코드,KR7218420008
종목코드,218420
상장일,2015-04-28
펀드형태,수익증권형
기초지수명,S&P Select Sector Energy Index
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"엔에이치투자증권(주)(우리), 대우증권(주)"
총보수(%),0.21
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 2015년 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,투자신탁회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 회계기간 종료일의 직전 영업일)
홈페이지,WWW.KODEX.COM
WWW.KODEX.COM,WWW.KODEX.COM
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (업종섹터) / (-) (에너지화학) / (-)
기본 정보,"이 투자신탁은 순자산가치의 변동률을 기초지수 변동률과 연동하여 S&P Select Sector Energy Index(KRW 기준, 환헤지 안함)지수를 추종하기 위해 해당 기초지수의 성과와 유사하게 연동되는 장외파생상품에 주로 투자하되 투자신탁재산의 일부를 기초지수의 성과에 유사하게 연동되는 외국 ETF에도 투자하여 포트폴리오를 구성할 예정입니다. S&P Dow Jones Indices가 산출하는 S&P Select Sector Energy Index(KRW 기준, 환헤지 안함)지수는 수정가중평균방식(Modified Market Capitalization Weighted)으로 산출됩니다. 이 투자신탁은 해외투자에 따른 별도의 환헤지를 실시하지 않아 환율 변동의 영향을 받는 환노출 상품입니다."
투자유의사항,"이 투자신탁은 거래상대방과의 계약을 통한 합성상장지수집합투자기구로서 장외파생상품을 중요한 운용수단으로 하여 기초지수의 수익률을 추종합니다. 이에 따라 거래상대방의 자격요건과 위험관리 및 담보관리 등을 관리하고 있으며, 해당 관련 상품의 계속성에 중대한 영향을 미칠 수 있으면 상장폐지의 사유가 될 수 있습니다. 해외 특정산업(산업재 섹터)의 주식 시장에 주로 투자하기 때문에 해당 국가의 주식시장 전체의 성과와는 크게 다를 수 있으며, 일반적으로 시장전체에 투자하는 투자신탁보다는 더 높은 위험을 부담할 있습니다. 또한 개인수익자는 보유 수익증권을 증권시장에서 매도하는 방법으로만 현금화가 가능합니다. 즉, 개인투자자는 보유 수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없습니다. 따라서 증권시장에서 이 투자신탁 수익증권의 거래가 부족하여 개인수익자가 원하는 가격에 원하는 수량을 매도하지 못할 경우에는 그 개인수익자가 보유한 이 투자신탁 수익증권의 현금화가 어려워질 수도 있으며, 이로 인하여 기대하지 아니한 손실이 발생할 수도 있습니다. ※ 법인수익자의 경우 보유 수익증권을 증권시장에서 매도하거나 이 투자신탁 수익증권을 설정단위 또는 그 정배수로 판매회사 또는 지정참가회사에 환매 신청할 경우에는 판매회사 또는 지정참가회사에서 환매가 가능합니다. 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.kodex.com) 또는 금융감독원 전자공시시스템(http://dart.fss.or.kr)에서 확인 가능합니다."
